NOMBRETOT,AUX_Tfno,DIR_LOCALIDAD,DIR_CP,DIR_PROVINCIA,ESTADO_2,ESTADO_1,NOMBRE1,DIR_COMPLETA,AUX_Idiomas,NOMBRE2,DIR_CALLE,TIEMPO
HOSPITAL QUIRÓNSALUD VITORIA,945252500,VITORIA,01002,GASTEIZ,NEUROFISIOLOGIA CLINICA,ALAVA/ARABA,HOSPITAL QUIRÓNSALUD VITORIA,"C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ La Esperanza, 3",2017-11-13T22:22:29.287000
"ARENAZA BASTERRECHEA, NAROA (HOSPITAL VITHAS SAN JOSÉ )",945140900,VITORIA,01008,GASTEIZ,NEUROLOGIA,ALAVA/ARABA,"ARENAZA BASTERRECHEA, NAROA (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"ARENAZA BASTERRECHEA, NAROA (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:22:37.545000
HOSPITAL VITHAS SAN JOSÉ,945140900,VITORIA,01008,GASTEIZ,NEUROLOGIA,ALAVA/ARABA,HOSPITAL VITHAS SAN JOSÉ,"C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:22:38.088000
"BARBERO CUBILLAS, LAURA (HOSPITAL QUIRÓNSALUD VITORIA )",945252500,VITORIA,01002,GASTEIZ,OBSTETRICIA Y GINECOLOGIA,ALAVA/ARABA,"BARBERO CUBILLAS, LAURA (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,"BARBERO CUBILLAS, LAURA (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3",2017-11-13T22:22:46.503000
"CRUZ MERCADILLA, Mª DEL CARMEN (HOSPITAL VITHAS SAN JOSÉ )",945140900,VITORIA,01008,GASTEIZ,OBSTETRICIA Y GINECOLOGIA,ALAVA/ARABA,"CRUZ MERCADILLA, Mª DEL CARMEN (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"CRUZ MERCADILLA, Mª DEL CARMEN (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:22:47.245000
"GONZALEZ CALVIÑO, JANIRE (HOSPITAL QUIRÓNSALUD VITORIA )",945252500,VITORIA,01002,GASTEIZ,OBSTETRICIA Y GINECOLOGIA,ALAVA/ARABA,"GONZALEZ CALVIÑO, JANIRE (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,"GONZALEZ CALVIÑO, JANIRE (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3",2017-11-13T22:22:47.831000
HOSPITAL QUIRÓNSALUD VITORIA,945252500,VITORIA,01002,GASTEIZ,OBSTETRICIA Y GINECOLOGIA,ALAVA/ARABA,HOSPITAL QUIRÓNSALUD VITORIA,"C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ La Esperanza, 3",2017-11-13T22:22:48.427000
HOSPITAL VITHAS SAN JOSÉ,945140900,VITORIA,01008,GASTEIZ,OBSTETRICIA Y GINECOLOGIA,ALAVA/ARABA,HOSPITAL VITHAS SAN JOSÉ,"C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:22:48.982000
"Ibarra Ruíz de Azúa, Mª del Carmen",945140900,VITORIA,01008,GASTEIZ,OBSTETRICIA Y GINECOLOGIA,ALAVA/ARABA,"Ibarra Ruíz de Azúa, Mª del Carmen","C/ Beato Tomás de Zumárraga,10 Hospital Vithas San Jose, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ Beato Tomás de Zumárraga,10 Hospital Vithas San Jose",2017-11-13T22:22:49.592000
"Lobo Lafuente, Ignacio                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,OBSTETRICIA Y GINECOLOGIA,ALAVA/ARABA,"Lobo Lafuente, Ignacio                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Lobo Lafuente, Ignacio                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:22:50.139000
"Rodriguez Diaz, Maria                                                                                                                    (Hospital Quirónsalud Vitoria                                                             )",945252500,VITORIA,01002,GASTEIZ,OBSTETRICIA Y GINECOLOGIA,ALAVA/ARABA,"Rodriguez Diaz, Maria                                                                                                                    (Hospital Quirónsalud Vitoria                                                             )","C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Rodriguez Diaz, Maria                                                                                                                    (Hospital Quirónsalud Vitoria                                                             )","C/ La Esperanza, 3",2017-11-13T22:22:50.681000
"Roig Fernández, Ana Estefanía                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,OBSTETRICIA Y GINECOLOGIA,ALAVA/ARABA,"Roig Fernández, Ana Estefanía                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Roig Fernández, Ana Estefanía                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:22:51.236000
"ACEBES VERDUGO, JOSÉ FRANCISCO (CLÍNICA BAVIERA )",945123628,VITORIA,01005,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,"ACEBES VERDUGO, JOSÉ FRANCISCO (CLÍNICA BAVIERA )","C/ Manuel Iradier, 33 Bajo, 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,"ACEBES VERDUGO, JOSÉ FRANCISCO (CLÍNICA BAVIERA )","C/ Manuel Iradier, 33 Bajo",2017-11-13T22:22:59.703000
ARANZAZU LARRAURI (CENTRO OFTALMOLÓGICO ARABA ),945284260,VITORIA,01005,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,ARANZAZU LARRAURI (CENTRO OFTALMOLÓGICO ARABA ),"Pza. Amarica, 4 Bajo, 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,ARANZAZU LARRAURI (CENTRO OFTALMOLÓGICO ARABA ),"Pza. Amarica, 4 Bajo",2017-11-13T22:23:00.434000
CENTRO OFTALMOLÓGICO ARABA,945284260,VITORIA,01005,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,CENTRO OFTALMOLÓGICO ARABA,"Pza. Amarica, 4 Bajo, 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"Pza. Amarica, 4 Bajo",2017-11-13T22:23:00.988000
CLÍNICA BAVIERA,945123628,VITORIA,01005,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,CLÍNICA BAVIERA,"C/ Manuel Iradier, 33 Bajo, 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ Manuel Iradier, 33 Bajo",2017-11-13T22:23:01.546000
"DÍAZ DE DURANA, ENRIQUE (CENTRO OFTALMOLÓGICO ARABA )",945284260,VITORIA,01005,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,"DÍAZ DE DURANA, ENRIQUE (CENTRO OFTALMOLÓGICO ARABA )","Pza. Amarica, 4 Bajo, 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,"DÍAZ DE DURANA, ENRIQUE (CENTRO OFTALMOLÓGICO ARABA )","Pza. Amarica, 4 Bajo",2017-11-13T22:23:02.134000
"García Gómez, Pio Jesús                                                                                                                    (Hospital Quirónsalud Vitoria                                                             )",945252500,VITORIA,01002,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,"García Gómez, Pio Jesús                                                                                                                    (Hospital Quirónsalud Vitoria                                                             )","C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,"García Gómez, Pio Jesús                                                                                                                    (Hospital Quirónsalud Vitoria                                                             )","C/ La Esperanza, 3",2017-11-13T22:23:02.715000
Hospital Quirónsalud Vitoria,945252500,VITORIA,01002,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,Hospital Quirónsalud Vitoria,"C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ La Esperanza, 3",2017-11-13T22:23:03.267000
"Iturralde Errea, Diana                                                                                                                    (Clínica Baviera                                                             )",945123628,VITORIA,01005,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,"Iturralde Errea, Diana                                                                                                                    (Clínica Baviera                                                             )","C/ Manuel Iradier, 33 Bajo, 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Iturralde Errea, Diana                                                                                                                    (Clínica Baviera                                                             )","C/ Manuel Iradier, 33 Bajo",2017-11-13T22:23:03.845000
"Méndez Díaz, Julia                                                                                                                    (Clínica Baviera                                                             )",945123628,VITORIA,01005,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,"Méndez Díaz, Julia                                                                                                                    (Clínica Baviera                                                             )","C/ Manuel Iradier, 33 Bajo, 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Méndez Díaz, Julia                                                                                                                    (Clínica Baviera                                                             )","C/ Manuel Iradier, 33 Bajo",2017-11-13T22:23:04.441000
"Saez de Arregui, Sandra                                                                                                                    (Clínica Baviera                                                             )",945123628,VITORIA,01005,GASTEIZ,OFTALMOLOGIA,ALAVA/ARABA,"Saez de Arregui, Sandra                                                                                                                    (Clínica Baviera                                                             )","C/ Manuel Iradier, 33 Bajo, 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Saez de Arregui, Sandra                                                                                                                    (Clínica Baviera                                                             )","C/ Manuel Iradier, 33 Bajo",2017-11-13T22:23:05.022000
"ALONSO ALONSO, ALBINO (HOSPITAL QUIRÓNSALUD VITORIA )",945252500,VITORIA,01002,GASTEIZ,OTORRINOLARINGOLOGIA,ALAVA/ARABA,"ALONSO ALONSO, ALBINO (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,"ALONSO ALONSO, ALBINO (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3",2017-11-13T22:23:30.070000
"GARCÍA SARDÓN, RAFAEL (HOSPITAL QUIRÓNSALUD VITORIA )",945252500,VITORIA,01002,GASTEIZ,OTORRINOLARINGOLOGIA,ALAVA/ARABA,"GARCÍA SARDÓN, RAFAEL (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,"GARCÍA SARDÓN, RAFAEL (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3",2017-11-13T22:23:30.674000
HOSPITAL QUIRÓNSALUD VITORIA,945252500,VITORIA,01002,GASTEIZ,OTORRINOLARINGOLOGIA,ALAVA/ARABA,HOSPITAL QUIRÓNSALUD VITORIA,"C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ La Esperanza, 3",2017-11-13T22:23:31.267000
"MOHAMED YOUSSOUF, AHMED SALEM",945146600,VITORIA,01005,GASTEIZ,OTORRINOLARINGOLOGIA,ALAVA/ARABA,"MOHAMED YOUSSOUF, AHMED SALEM","Pza. Amarika, 4. Bajo, 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"Pza. Amarika, 4. Bajo",2017-11-13T22:23:31.832000
"PRIETO-PUGA COBIAN, GONZALO (HOSPITAL QUIRÓNSALUD VITORIA )",945252500,VITORIA,01002,GASTEIZ,OTORRINOLARINGOLOGIA,ALAVA/ARABA,"PRIETO-PUGA COBIAN, GONZALO (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,"PRIETO-PUGA COBIAN, GONZALO (HOSPITAL QUIRÓNSALUD VITORIA )","C/ La Esperanza, 3",2017-11-13T22:23:32.677000
"Rodríguez Gómez, Enrique",945230033,VITORIA,01005,GASTEIZ,OTORRINOLARINGOLOGIA,ALAVA/ARABA,"Rodríguez Gómez, Enrique","C/ Fueros, 26 1º Izda., 01005 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ Fueros, 26 1º Izda.",2017-11-13T22:23:33.311000
"DEL RIO MARTÍNEZ, PATRICIA (HOSPITAL VITHAS SAN JOSÉ )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"DEL RIO MARTÍNEZ, PATRICIA (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"DEL RIO MARTÍNEZ, PATRICIA (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:43.961000
"DELGADO SANZONETTI, LISETTE DEYANIRA (HOSPITAL VITHAS SAN JOSÉ )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"DELGADO SANZONETTI, LISETTE DEYANIRA (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"DELGADO SANZONETTI, LISETTE DEYANIRA (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:44.580000
"GARCÍA CASALES, ZURIÑE (HOSPITAL VITHAS SAN JOSÉ )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"GARCÍA CASALES, ZURIÑE (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"GARCÍA CASALES, ZURIÑE (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:45.214000
"GUIU SOLANO, MIGUEL ÁNGEL (HOSPITAL VITHAS SAN JOSÉ )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"GUIU SOLANO, MIGUEL ÁNGEL (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"GUIU SOLANO, MIGUEL ÁNGEL (HOSPITAL VITHAS SAN JOSÉ )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:45.842000
HOSPITAL VITHAS SAN JOSÉ,945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,HOSPITAL VITHAS SAN JOSÉ,"C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:46.427000
"Jiménez Villarreal, Daniel                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"Jiménez Villarreal, Daniel                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Jiménez Villarreal, Daniel                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:47.118000
"Lodoso Torrecilla, Blanca                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"Lodoso Torrecilla, Blanca                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Lodoso Torrecilla, Blanca                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:47.825000
"López Santamaría, Goizalde                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"López Santamaría, Goizalde                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"López Santamaría, Goizalde                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:48.462000
"Martinez Ezquerra, Nagore                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"Martinez Ezquerra, Nagore                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Martinez Ezquerra, Nagore                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:49.080000
"Pacho del Castaño, Beatriz                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"Pacho del Castaño, Beatriz                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Pacho del Castaño, Beatriz                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:49.648000
"Rodriguez Ortíz, Agustín                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"Rodriguez Ortíz, Agustín                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Rodriguez Ortíz, Agustín                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:50.260000
"Saez de Ibarra, Asier                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"Saez de Ibarra, Asier                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Saez de Ibarra, Asier                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:50.887000
"Salcedo Casado, Victor                                                                                                                    (Hospital Vithas San José                                                             )",945140900,VITORIA,01008,GASTEIZ,PEDIATRIA-MEDICO PUERICULTOR,ALAVA/ARABA,"Salcedo Casado, Victor                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10, 01008 - VITORIA-GASTEIZ - ALAVA/ARABA",,"Salcedo Casado, Victor                                                                                                                    (Hospital Vithas San José                                                             )","C/ Beato Tomás de Zumarraga, 10",2017-11-13T22:23:51.449000
HOSPITAL QUIRÓNSALUD VITORIA,945252500,VITORIA,01002,GASTEIZ,PSIQUIATRIA,ALAVA/ARABA,HOSPITAL QUIRÓNSALUD VITORIA,"C/ La Esperanza, 3, 01002 - VITORIA-GASTEIZ - ALAVA/ARABA",,,"C/ La Esperanza, 3",2017-11-13T22:24:09.302000
